"page","line","text"
263,?,"our office, I would have to assume that it was part of that same transmittal of documents."
263,?,"I don't know specifically why Michigan and Wisconsin were not sent via mail, but it strikes"
263,?,"me that there was an effort to try at the last minute to get those, you know, either"
263,?,"inserted into the record or to the Vice President or the parliamentarians because they"
263,?,"hadn't been received in the mail."
263,?,"But I don't know what the back story is as to why those were treated differently"
263,?,"than some of the ones that were sent in via mail."
263,?,"Q 9 Okay. Was it also your understanding that they may have been trying to"
263,?,"give them to the Vice President for him to actually consider them as slates of electors in"
263,?,"the joint session?"
263,?,"A I don't know if the expectation was that he would consider them as part of"
263,?,"the joint session or if he would follow the procedure of getting them to the"
263,?,"parliamentarians. I don't know what the expectation was that he would do with them,"
263,?,"which, in addition to the security aspects of not receiving them, you know, right before he"
263,?,"SUBJECT TO PROTECTIVE ORDER SCO-00792366"
266,4,"SELECT COMMITTEE TO INVESTIGATE THE"
266,5,"JANUARY 6TH ATTACK ON THE U.S. CAPITOL,"
266,6,"U.S. HOUSE OF REPRESENTATIVES,"
266,7,"WASHINGTON, D.C."
266,11,"DEPOSITION OF:"
266,15,"Tuesday, February 1, 2022"
266,17,"Washington, D.C."
266,20,"The deposition in the above matter was held in room 5480, O'Neill House Office"
266,21,"Building, commencing at 10:05 a.m."
266,22,"Present: Representatives Aguilar, Schiff, Murphy, Raskin, Cheney, and Kinzinger."
266,?,"SUBJECT TO PROTECTIVE ORDER SCO-00794788"
267,1,"about that, nor was any question raised about it in the Congressional Record for the"
267,2,"count."
267,3,"There is a newspaper article from a few days after the count where one of the"
267,4,"tellers allegedly told someone that there was an irregularity with the certificate for"
267,5,"Georgia where a page was missing. No question as to the authenticity of the page that"
267,6,"was received. They had simply failed to attach a page that should have been there."
267,7,"It was a technical defect. No question about the outcome. And Jefferson had"
267,8,"not called it to the attention of the larger body, according to the newspaper article,"
267,9,"despite the fact that the teller had expected him to."
267,10,"That was hardly an example of a Vice President asserting authority to decide"
267,11,"disputes over electoral certificates. And that was really the example [EE kind"
267,12,"of pinned most of his hopes on, I suppose, in terms of a historical example of Vice"
267,13,"Presidential authority."
267,14,"So we also walked through the history of all of the different disputes that had"
267,15,"arisen in Congress up to the Electoral Count Act. He acknowledged -- by this point, I had"
267,16,"determined the Nixon example was not a counter example, and he agreed with me that,"
267,17,"indeed, since the Electoral Count Act had gone into effect, there were no instances of"
267,18,"departing from the Electoral Count Act."
267,19,"And we sort of summed it up at the end saying that, so what we have here is an"
267,20,"admittedly not well-drafted sentence in the Constitution that simply does not provide for"
267,21,"the possibility of objections or how to resolve them. It's just not in the constitutional"
267,22,"sentence."
267,23,"The constitutional sentence refers to two activities. The Vice President or the"
267,24,"President of the Senate shall open the certificates, and switches to the passive voice, and"
267,25,"they shall be counted. Doesn't even specify who does the counting."
267,?,"SUBJECT TO PROTECTIVE ORDER SCO-00794895"
268,?,"So there's nothing about objections. There's nothing about resolution of"
268,?,"objections."
268,?,"So you start with that. And his premise was, well, the Vice President is the one"
268,?,"who does the counting because nobody else is mentioned and the Vice President opens"
268,?,"the certificate."
268,?,"The constitutional provision doesn't say that, but that's his premise. And his best"
268,?,"argument for that is actually a piece of paper that was attached to a copy of the"
268,?,"Constitution that was sent out to the different States."
268,?,"They realized, wait a second, there was something that we forgot about here,"
268,?,"which is we won't have a sitting Vice President come the first count for George"
268,?,"Washington's election as President."
268,?,"And so they recommended that a Senator be appointed to the role of presiding"
268,?,"over that session and serve as President of the Senate, even though they wouldn't have"
268,?,"One, and that he would do the counting."
268,?,"So that was his best example, was that the Framers did seem to think that the Vice"
268,?,"President would have a real role incounting. That's a far cry from resolving objections"
268,?,"or even thinking that there would be objections."
268,?,"So he acknowledged that there was an ambiguous provision with 100 percent"
268,?,"consistent historical practice since the time of the Founding that the Vice President did"
268,?,"not have -- did not ever assert or exercise authority to do what he was suggesting we"
268,?,"should do."
268,?,"And the 130 years of practice of following the Electoral Count Act every single"
268,?,"time. We went through examples like Al Gore."
268,?,"""Are you really saying, J, that Al Gore could have just declared himself the"
268,?,"winner of Florida and moved along?"""
268,?,"SUBJECT TO PROTECTIVE ORDER SCO-00794896"
269,1,"""Well, no, no, there wasn't enough evidence for that."""
269,2,"So it was a very contingent position in EE mind about all of the"
269,3,"underlying unconstitutional things that he thought were happening in the States this time"
269,4,"around, and it wasn't clear how he drew the line that that worked."
269,5,"But he acknowledged by the end that, first of all, no reasonable person would"
269,6,"actually want that clause read that way because if indeed it did mean that the Vice"
269,7,"President had such authority, you could never have a party switch thereafter. You"
269,8,"would just have the same party win continuously if indeed a Vice President had the"
269,9,"authority to just declare the winner of every State."
269,10,"He acknowledged that he didn't think Kamala Harris should have that authority in"
269,11,"2024; he didn't think Al Gore should have had it in 2000; and he acknowledged that no"
269,12,"small government conservative should think that that was the case."
269,13,"And I said, ""If this case got to the Supreme Court, we'd lose 9-0, wouldn't we, if we"
269,14,"actually took your position and it got up there?"" And he started out at 7 to 2."
269,15,"And I said, ""Who are the two?"""
269,16,"And he said, ""Well, I think maybe Clarence Thomas."""
269,17,"And I said, ""Really? Clarence Thomas?"""
269,18,"And so we went through a few Thomas opinions and, finally, he acknowledged,"
269,19,"""Yeah, all right, it would be 9-0."" Except that his fallback --"
269,20,"Q__ Did he say who the other one was?"
269,21,"A Idon't recall. I don't recall."
269,22,"But he ultimately acknowledged that none of them would actually back this"
269,23,"position when you took into account the fact that what you have is a mildly ambiguous"
269,24,"phrase, a nonsensical result that has all kinds of terrible policy implications, and uniform"
269,25,"historical practice against it. It just didn't work."
269,?,"SUBJECT TO PROTECTIVE ORDER SCO-00794897"
270,1,"So I kind of wound up, ""Can't we just acknowledge that this is a really bad idea?"""
270,2,"And he didn't quite say yes, but, he said, ""Well, all right. I get everything you're"
270,3,"saying."" He said, ""They're going to be really disappointed."""
270,4,"I don't know who the ""they"" is. You can -- I know what your follow-up question"
270,5,"is going tobe. He said, ""They're going to be really disappointed."""
270,6,"Q_ My follow-up question is, who's the ""they""?"
270,7,"[Laughter.]"
270,8,"A Idon't know. I don't know."
270,9,"He said, ""They're going to be really disappointed that I wasn't able to persuade"
270,10,"you."" And he left."
270,11,"I will say the one other thing that we had a lot of discussion on was the political"
270,12,"question doctrine and -- because once he acknowledged that they would lose in the"
270,13,"Court, he said, ""Well, but I think that, you know, it's a political question and they"
270,14,"shouldn't get involved at all."""
270,15,"And a lot of our discussion was my view, A, that they would because they would"
270,16,"recognize if it wasn't them who was going to step in on a question that -- it's a pretty"
270,17,"easily presented question, right? Here we have a statute, and the question is, is the"
270,18,"statute consistent with the text of the Constitution?"
270,19,"His view was that the Vice -- that the constitutional text has the Vice President"
270,20,"having the sole authority to do the counting, and that with that comes the authority to"
270,21,"resolve objections, and, therefore, anything in the Electoral Count Act to the contrary is"
270,22,"unconstitutional."
270,23,"And indeed, if that's what the constitutional clause actually said, you couldn't have"
270,24,"a statute that was -- that contradicted that authority or removed it from the authority of"
270,25,"the Vice President. But that's where he was."
270,?,"SUBJECT TO PROTECTIVE ORDER SCO-00794898"
271,?,"But I thought the question of the statute and the Constitution, are they"
271,?,"consistent? That is an easy question for the Supreme Court to weigh in on and to decide"
271,?,"that question, and that although I understood the sort of belt-and-suspenders position"
271,?,"that this kind of conflict between the branches is the kind of thing that the Court has"
271,?,"invoked political question on at times in the past, I didn't think that they would here. I"
271,?,"certainly didn't think that the district court or the D.C. Circuit were going to."
271,?,"And that even if they did ultimately invoke political question, where does that"
271,?,"leave us? And that was a big question that {J never had an answer to:"
271,?,"What happens then?"
271,?,"Q_ Meaning Vice President Pence would pound the gavel and say, ""Trump"
271,?,"wins,"" and then the question of whether it would be accepted by the American people or"
271,?,"what would be left?"
271,?,"A Yes. So you'll have an enraged House of Representatives at least and"
271,?,"probably an enraged Senate, because they had expressed no interest in not following the"
271,?,"Electoral Count Act. I mean, among other things, we had all of these Senators who said"
271,?,"that they wanted to follow the Electoral Count Act and make objections. That's not"
271,?,"provided for in the Constitution either."
271,?,"But if we were to do what EE suggested, it would mean that none of"
